frame,time_s,x_px,y_px,distance_m
1,0.0,944,478,0.0
2,0.0003125,938,477,0.004066330805705662
3,0.000625,932,477,0.008049814001724772
4,0.0009375,925,478,0.01270151266362518
5,0.00125,919,477,0.01672588133226364
6,0.0015625,914,477,0.02006615857978047
7,0.001875,908,476,0.024103134307713568
8,0.0021875,901,476,0.028776604916058154
9,0.0025,897,474,0.0315331133729521
10,0.0028125,893,475,0.03415246840746003
11,0.003125,886,475,0.03882487044404562
12,0.0034375,879,475,0.04349879951792962
13,0.00375,872,473,0.048247967543646776
14,0.0040625,867,472,0.05163058770515135
15,0.004375,859,473,0.05692078067910005
16,0.0046875,855,471,0.05968030106093996
17,0.005,847,471,0.0650131934972481
18,0.0053125,844,471,0.06701364917024291
19,0.005625,836,470,0.07239587529032619
20,0.0059375,830,471,0.07635260981726281
21,0.00625,825,470,0.07973114154725547
22,0.0065625,817,469,0.08511250094757641
23,0.006875,811,469,0.08911392213171862
24,0.0071875,804,470,0.09374276893168253
25,0.0075,800,469,0.09645192853795044
26,0.0078125,794,469,0.10045543300202903
27,0.008125,790,469,0.10312475977778937
28,0.0084375,784,469,0.10712918723250157
29,0.00875,777,468,0.11183958211116835
30,0.0090625,771,468,0.11584366247095722
31,0.009375,765,467,0.11988735214647747
32,0.0096875,759,467,0.12389104820324605
33,0.01,755,467,0.12656043601384354
34,0.0103125,749,465,0.13064699243353384
35,0.010625,744,466,0.1339405773360387
36,0.010937500000000001,737,465,0.13865225978933604
37,0.01125,732,464,0.14203082901309014
38,0.0115625,725,462,0.1467918478164613
39,0.011875,720,462,0.1501256636719764
40,0.0121875,713,462,0.15479363535823365
41,0.0125,707,462,0.15879529428695946
42,0.012812500000000001,700,461,0.16350957821329376
43,0.013125,694,462,0.16746708919698589
44,0.0134375,689,460,0.17089183678290412
45,0.01375,682,460,0.17556003576197834
46,0.0140625,678,459,0.17827422561047201
47,0.014375,672,459,0.1822752604621594
48,0.014687500000000001,664,459,0.18761063585983834
49,0.015,659,458,0.1909912370866785
50,0.0153125,652,458,0.1956595360335972
51,0.015625,648,458,0.19832737256565514
52,0.0159375,640,459,0.20362073802456204
53,0.01625,636,458,0.20633183999478158
54,0.0165625,630,458,0.2103345748998273
55,0.016875,624,457,0.21438035713632095
56,0.0171875,617,457,0.2190500320977559
57,0.0175,613,456,0.22176193477358375
58,0.017812500000000002,606,456,0.2264313500697
59,0.018125,601,455,0.2298106560437313
60,0.0184375,595,454,0.23385773865923704
61,0.01875,590,454,0.2371924773719604
62,0.0190625,583,453,0.24190673669219545
63,0.019375,577,452,0.24595465038839046
64,0.0196875,571,451,0.2500031618414584
65,0.02,567,451,0.2526702601298492
66,0.0203125,561,451,0.256671176951351
67,0.020625,554,451,0.26133930409372164
68,0.0209375,547,451,0.2660078310475454
69,0.02125,542,450,0.26938835052792176
70,0.021562500000000002,537,449,0.272769571369366
71,0.021875000000000002,530,450,0.2773915302203711
72,0.0221875,525,448,0.280818821618375
73,0.0225,519,449,0.28477343757176
74,0.0228125,513,447,0.2888681032861928
75,0.023125,507,449,0.2927773444072813
76,0.0234375,502,447,0.29620313288406575
77,0.02375,495,447,0.30087134867165305
78,0.0240625,490,447,0.30420600090013855
79,0.024375,482,446,0.3095872707164673
80,0.0246875,478,446,0.3122549367576239
81,0.025,472,446,0.3162566364959472
82,0.0253125,467,444,0.3196838406566255
83,0.025625000000000002,460,444,0.3243516735540042
84,0.025937500000000002,455,444,0.3276860437504638
85,0.02625,448,443,0.3324008229586516
86,0.0265625,444,443,0.33506824585121453
87,0.026875,438,442,0.3391163602520944
88,0.0271875,431,441,0.34383167068427134
89,0.0275,426,441,0.3471655972414455
90,0.0278125,420,440,0.35121424346383534
91,0.028125,415,441,0.35450080425054853
92,0.0284375,407,440,0.359882539042031
93,0.02875,403,440,0.3625499208824178
94,0.0290625,396,440,0.36721807083339897
95,0.029375000000000002,390,440,0.3712195697908275
96,0.029687500000000002,386,438,0.37398056770025145
97,0.03,380,438,0.37798141441533945
98,0.0303125,372,438,0.3833162069491934
99,0.030625,368,437,0.3860306285236567
100,0.0309375,362,437,0.3900316137223616
101,0.03125,356,436,0.3940798671389381
102,0.0315625,350,437,0.39803418912243144
103,0.031875,345,436,0.40141502890131525
104,0.0321875,338,436,0.40608320461844866
105,0.0325,334,435,0.408797313137685
106,0.0328125,327,435,0.4134653654390753
107,0.033125,321,434,0.41751332085440873
108,0.0334375,315,434,0.42151445333104304
109,0.03375,310,433,0.42489567901156505
110,0.0340625,305,433,0.42822985987192225
111,0.034375,298,433,0.4328979287202681
112,0.0346875,292,432,0.43694586363665333
113,0.035,286,432,0.4409470125064713
114,0.035312500000000004,282,431,0.44366138516397674
115,0.035625000000000004,275,431,0.4483292630215335
116,0.035937500000000004,271,430,0.45104379533629385
117,0.03625,265,430,0.45504472579311583
118,0.0365625,259,429,0.45909304566040277
119,0.036875,254,428,0.4624749261742887
120,0.0371875,248,428,0.46647553065671693
121,0.0375,242,429,0.470429291124827
122,0.0378125,237,427,0.47385805760335015
123,0.038125,231,427,0.47785875352237733
124,0.0384375,226,426,0.48124062456967137
125,0.03875,220,425,0.4852895856836339
126,0.0390625,214,425,0.4892899730590458
127,0.039375,209,425,0.49262376109443196
128,0.0396875,203,424,0.49667260163882637
129,0.04,197,423,0.5007217256470698
130,0.0403125,191,423,0.5047219876378057
131,0.040625,187,423,0.5073889231914909
132,0.0409375,180,423,0.512056237781479
133,0.04125,176,421,0.5148206055348944
134,0.0415625,168,422,0.5201055479779848
135,0.041875,164,421,0.5228209472398325
136,0.0421875,159,420,0.5262034534410114
137,0.0425,151,420,0.5315370668417607
138,0.0428125,148,420,0.5335372461510632
139,0.043125000000000004,142,420,0.5375377237622644
140,0.043437500000000004,134,418,0.5429690646774464
141,0.043750000000000004,131,418,0.5449691072903244
142,0.0440625,126,417,0.5483519084827919
143,0.044375,121,416,0.5517350284475017
144,0.0446875,115,418,0.5556366659106572
145,0.045,109,416,0.5597346938967461
146,0.0453125,103,417,0.5636860093371368
147,0.045625,98,415,0.5671175277372138
148,0.0459375,91,415,0.5717842166360546
149,0.04625,89,416,0.5730688577488152
150,0.0465625,82,415,0.5777845498343566
151,0.046875,77,415,0.5811182127865813
152,0.0471875,70,414,0.5858339520478639
153,0.0475,69,414,0.5865006696294877
154,0.0478125,62,413,0.5912165622119138
155,0.048125,57,414,0.5945015929765651
156,0.0484375,48,413,0.6005506535692278
157,0.04875,50,411,0.5993156012039679
158,0.0490625,76,410,0.5820364695098981
159,0.049375,33,408,0.6107992951557273
160,0.0496875,69,414,0.5865006696294877
161,0.05,71,418,0.5849778098838343
162,0.0503125,64,411,0.5899831792463437
163,0.050625,57,422,0.5941406623319082
164,0.050937500000000004,80,375,0.5816743346645704
165,0.051250000000000004,78,369,0.5834892714962712
166,0.051562500000000004,76,369,0.584815830295874
167,0.051875000000000004,80,370,0.5820794652548326
168,0.0521875,75,373,0.585152346164637
169,0.0525,79,370,0.5827428095758437
170,0.0528125,77,370,0.5840695334916783
171,0.053125,77,369,0.5841525449442206
172,0.0534375,77,369,0.5841525449442206
173,0.05375,77,369,0.5841525449442206
174,0.0540625,77,369,0.5841525449442206
175,0.054375,78,373,0.5831613751119417
176,0.0546875,76,373,0.584488678107501
177,0.055,77,369,0.5841525449442206
178,0.0553125,78,369,0.5834892714962712
179,0.055625,77,371,0.5839872754845314
180,0.0559375,76,370,0.5847329130064679
181,0.05625,76,369,0.584815830295874
182,0.0565625,77,369,0.5841525449442206
183,0.056875,77,369,0.5841525449442206
184,0.0571875,78,369,0.5834892714962712
185,0.0575,77,370,0.5840695334916783
186,0.0578125,75,372,0.5852329131847894
187,0.058125,77,372,0.5839057712412059
188,0.0584375,76,371,0.5846507483341562
189,0.058750000000000004,76,370,0.5847329130064679
190,0.059062500000000004,78,369,0.5834892714962712
191,0.059375000000000004,77,370,0.5840695334916783
192,0.059687500000000004,78,370,0.5834061656681615
193,0.06,77,371,0.5839872754845314
194,0.0603125,76,371,0.5846507483341562
195,0.060625,78,370,0.5834061656681615
196,0.0609375,77,371,0.5839872754845314
197,0.06125,77,372,0.5839057712412059
198,0.0615625,78,370,0.5834061656681615
199,0.061875,77,371,0.5839872754845314
200,0.0621875,77,370,0.5840695334916783
201,0.0625,77,370,0.5840695334916783
202,0.06281250000000001,78,370,0.5834061656681615
203,0.063125,77,371,0.5839872754845314
204,0.06343750000000001,76,371,0.5846507483341562
205,0.06375,75,371,0.5853142326253599
206,0.0640625,77,370,0.5840695334916783
207,0.064375,77,370,0.5840695334916783
208,0.0646875,78,370,0.5834061656681615
209,0.065,77,371,0.5839872754845314
210,0.0653125,77,370,0.5840695334916783
211,0.065625,77,370,0.5840695334916783
212,0.0659375,77,370,0.5840695334916783
213,0.06625,77,370,0.5840695334916783
214,0.0665625,77,370,0.5840695334916783
