frame,time_s,x_px,y_px,distance_m
1,0.0,974,451,0.0
2,0.0003125,971,451,0.0020058940281160176
3,0.000625,968,451,0.004011788056232035
4,0.0009375,965,450,0.006054714323626795
5,0.00125,961,450,0.008717886115117049
6,0.0015625,957,450,0.011386381471297367
7,0.001875,953,449,0.014104793626258253
8,0.0021875,950,448,0.01617203467044415
9,0.0025,947,448,0.01816414297088038
10,0.0028125,944,448,0.020158985491715145
11,0.003125,941,448,0.02215582370276139
12,0.0034375,937,448,0.024820546493445058
13,0.00375,933,447,0.02754404072651945
14,0.0040625,931,447,0.02887527631236482
15,0.004375,927,447,0.031539277356919214
16,0.0046875,924,447,0.03353837752603768
17,0.005,920,446,0.03626053795615015
18,0.0053125,917,445,0.03832255159813212
19,0.005625,914,445,0.04031797098343029
20,0.0059375,910,445,0.04298004710275348
21,0.00625,907,445,0.044977573554238676
22,0.0065625,902,444,0.04836844194844501
23,0.006875,902,446,0.04825739888951065
24,0.0071875,896,445,0.05230731669070228
25,0.0075,893,444,0.05436100290540007
26,0.0078125,890,444,0.05635971286071858
27,0.008125,886,443,0.05908219654069704
28,0.0084375,884,444,0.060358562711336175
29,0.00875,881,444,0.062358610909418306
30,0.0090625,878,444,0.06435902297448438
31,0.009375,874,443,0.06707675505207536
32,0.0096875,871,443,0.06907644607705954
33,0.01,868,443,0.07107648667922307
34,0.0103125,864,443,0.07374370210707352
35,0.010625,860,442,0.07646114417141411
36,0.010937500000000001,858,442,0.07779433005899485
37,0.01125,854,441,0.08051387551531225
38,0.0115625,851,441,0.0825130088501792
39,0.011875,848,441,0.08451246257344751
40,0.0121875,845,440,0.08656645815772093
41,0.0125,842,440,0.08856526306684348
42,0.012812500000000001,838,440,0.09123082034796896
43,0.013125,835,439,0.09328545512135986
44,0.0134375,833,440,0.09456347912753524
45,0.01375,828,441,0.09784889144157528
46,0.0140625,824,439,0.10061513257811303
47,0.014375,822,439,0.10194819222855214
48,0.014687500000000001,819,438,0.10400173126446298
49,0.015,816,438,0.10600073980040986
50,0.0153125,812,438,0.1086664792609366
51,0.015625,809,438,0.11066606208697859
52,0.0159375,806,438,0.11266586928797245
53,0.01625,803,437,0.11471851185074773
54,0.0165625,800,437,0.11671783158212705
55,0.016875,798,437,0.11805083532083682
56,0.0171875,792,438,0.12200094539555596
57,0.0175,790,437,0.12338377199857936
58,0.017812500000000002,786,436,0.12610216950988967
59,0.018125,784,435,0.12748960573598728
60,0.0184375,781,435,0.12948853445830705
61,0.01875,777,436,0.1321016553005036
62,0.0190625,774,435,0.13415351010415072
63,0.019375,771,435,0.13615310988388782
64,0.0196875,768,434,0.13820627645059552
65,0.02,765,434,0.14020547190297578
66,0.0203125,762,434,0.1422048560156716
67,0.020625,759,434,0.1442044209413973
68,0.0209375,756,434,0.146204159261471
69,0.02125,752,433,0.14892327896067034
70,0.021562500000000002,750,433,0.1502562063896903
71,0.021875000000000002,746,433,0.15292228834282823
72,0.0221875,743,432,0.15497541819155866
73,0.0225,740,432,0.1569746473979584
74,0.0228125,736,432,0.15964054644386272
75,0.023125,735,433,0.1602554645956642
76,0.0234375,730,433,0.16358937265218046
77,0.02375,727,431,0.16569245902923838
78,0.0240625,725,431,0.16702539420287024
79,0.024375,722,431,0.16902492514689502
80,0.0246875,717,432,0.17230721809973026
81,0.025,715,431,0.17369106799331901
82,0.0253125,713,431,0.17502439169443104
83,0.025625000000000002,709,431,0.1776912166980577
84,0.025937500000000002,706,431,0.17969148566273352
85,0.02625,703,430,0.18174231359867477
86,0.0265625,700,429,0.18379458218937442
87,0.026875,697,430,0.18574236920209644
88,0.0271875,692,430,0.1890761286368533
89,0.0275,689,428,0.1911794624014548
90,0.0278125,686,428,0.19317892358341604
91,0.028125,683,428,0.19517851677705045
92,0.0284375,679,428,0.1978448394684768
93,0.02875,676,428,0.19984472534793668
94,0.0290625,673,427,0.20189677413516607
95,0.029375000000000002,671,427,0.20322983392234362
96,0.029687500000000002,667,427,0.20589611702233812
97,0.03,664,427,0.20789596830332596
98,0.0303125,661,426,0.20994811219949722
99,0.030625,658,426,0.2119476984811157
100,0.0309375,655,426,0.21394740285512998
101,0.03125,652,425,0.21600000733487837
102,0.0315625,649,425,0.21799945391924488
103,0.031875,645,425,0.2206655647431488
104,0.0321875,642,424,0.22271848071436914
105,0.0325,639,424,0.22471783299169906
106,0.0328125,636,424,0.22671730083731492
107,0.033125,633,424,0.2287168812202851
108,0.0334375,631,424,0.23004999588055375
109,0.03375,627,423,0.23276919183084296
110,0.0340625,623,423,0.23543515065821932
111,0.034375,620,423,0.23743474622659133
112,0.0346875,618,423,0.2387678686393165
113,0.035,615,422,0.24082055258987403
114,0.035312500000000004,613,422,0.2421534973648271
115,0.035625000000000004,609,422,0.24481952819905145
116,0.035937500000000004,605,422,0.2474857423390554
117,0.03625,603,422,0.24881891630729422
118,0.0365625,600,422,0.2508187588823002
119,0.036875,596,421,0.2535373877203425
120,0.0371875,594,421,0.25487048057138034
121,0.0375,590,420,0.25758973664551665
122,0.0378125,588,420,0.25892268527241186
123,0.038125,585,420,0.26092219099210007
124,0.0384375,582,419,0.26297535065710564
125,0.03875,578,419,0.26564109807630215
126,0.0390625,576,419,0.2669740376303114
127,0.039375,573,418,0.2690275411005308
128,0.0396875,570,418,0.2710267270631433
129,0.04,567,417,0.27308086066892245
130,0.0403125,564,417,0.27507984262582624
131,0.040625,561,417,0.27707892448925686
132,0.0409375,558,417,0.2790781041122742
133,0.04125,555,417,0.28107737940891553
134,0.0415625,552,417,0.2830767483520496
135,0.041875,549,416,0.28513030811307793
136,0.0421875,545,416,0.287795893745795
137,0.0425,543,416,0.2891287484798967
138,0.0428125,540,415,0.29118261648920185
139,0.043125000000000004,537,414,0.2932373449117503
140,0.043437500000000004,534,414,0.29523613603910914
141,0.043750000000000004,531,414,0.29723502286476594
142,0.0440625,528,413,0.2992900247647258
143,0.044375,525,413,0.3012887255792904
144,0.0446875,521,413,0.3039538074197873
145,0.045,519,412,0.3053427852881562
146,0.0453125,516,412,0.3073413988224886
147,0.045625,513,412,0.30934010660517813
148,0.0459375,510,412,0.31133890682108145
149,0.04625,507,412,0.3133377977012878
150,0.0465625,504,411,0.31539277356919215
151,0.046875,501,410,0.3174485298886911
152,0.0471875,498,410,0.3194469773864679
153,0.0475,496,410,0.320779327360697
154,0.0478125,492,409,0.3235015056001973
155,0.048125,489,409,0.32549987407611386
156,0.0484375,487,408,0.3268903007688708
157,0.04875,483,408,0.32955454518755956
158,0.0490625,480,407,0.3316114876203264
