frame,time_s,x_px,y_px,distance_m
1,0.0,901,380,0.0
2,0.0003125,892,378,0.00616954288448907
3,0.000625,889,378,0.008140936780700188
4,0.0009375,882,378,0.012784682784854715
5,0.00125,875,377,0.01751413973015603
6,0.0015625,868,376,0.022244603216199345
7,0.001875,864,375,0.024984744429715815
8,0.0021875,857,374,0.029716453660596068
9,0.0025,850,372,0.0345455515669418
10,0.0028125,846,371,0.03729445372854906
11,0.003125,840,369,0.04147841999209284
12,0.0034375,832,369,0.046756544984837924
13,0.00375,828,369,0.04940168653340942
14,0.0040625,820,367,0.05489730902929144
15,0.004375,815,367,0.05820335116568395
16,0.0046875,809,366,0.06227338459280984
17,0.005,802,364,0.06710853367506729
18,0.0053125,798,363,0.0698581252152309
19,0.005625,790,362,0.07524938265589146
20,0.0059375,784,361,0.07931981390472916
21,0.00625,780,360,0.08206951749718694
22,0.0065625,772,359,0.08746068677387614
23,0.006875,768,358,0.0902104476237588
24,0.0071875,761,358,0.09483499613792941
25,0.0075,755,357,0.09890529645429649
26,0.0078125,749,356,0.10297561005780516
27,0.008125,743,354,0.10715255595793234
28,0.0084375,736,355,0.1116750419422805
29,0.00875,729,353,0.11650860015213228
30,0.0090625,725,351,0.11936393801867617
31,0.009375,717,351,0.12464919770511558
32,0.0096875,713,349,0.12750486185174978
33,0.01,706,348,0.13223562821717427
34,0.0103125,701,347,0.13564578723895532
35,0.010625,695,346,0.1397162504304618
36,0.010937500000000001,689,344,0.14389723109056354
37,0.01125,683,344,0.14785717767221085
38,0.0115625,677,343,0.15192764167643869
39,0.011875,671,343,0.15589042247195678
40,0.0121875,664,342,0.16062153412206595
41,0.0125,659,341,0.16403123595154545
42,0.012812500000000001,653,340,0.16810164716978626
43,0.013125,647,338,0.17227996480651092
44,0.0134375,641,338,0.17624247752884034
45,0.01375,635,337,0.1803128963119625
46,0.0140625,628,336,0.1850439416905658
47,0.014375,623,335,0.18845374030705547
48,0.014687500000000001,618,335,0.19175739828240332
49,0.015,611,333,0.19659459198656604
50,0.0153125,605,332,0.20066502041571055
51,0.015625,600,330,0.20418352510972548
52,0.0159375,593,329,0.20891415568198657
53,0.01625,588,328,0.21232446075408382
54,0.0165625,582,327,0.21639492860832546
55,0.016875,576,326,0.22046539648236355
56,0.0171875,570,325,0.2245358643751214
57,0.0175,564,323,0.22871697992481424
58,0.017812500000000002,558,323,0.23267680021286666
59,0.018125,553,321,0.23619810162088245
60,0.0184375,546,321,0.24081773611436583
61,0.01875,540,319,0.24499880952821482
62,0.0190625,535,318,0.24840946145211776
63,0.019375,528,318,0.25302914007269206
64,0.0196875,522,317,0.2570996080844011
65,0.02,516,315,0.26128064461015077
66,0.0203125,510,315,0.2652405441426835
67,0.020625,504,314,0.2693110121882031
68,0.0209375,499,312,0.2728321932904646
69,0.02125,492,312,0.277451948309596
70,0.021562500000000002,487,311,0.2808623189341565
71,0.021875000000000002,479,310,0.28625302379495415
72,0.0221875,475,308,0.2891140218844378
73,0.0225,468,308,0.29373382066201953
74,0.0228125,463,307,0.29714419249555685
75,0.023125,457,305,0.30132539651899753
76,0.0234375,451,305,0.30528512927625706
77,0.02375,444,304,0.3100156931414328
78,0.0240625,440,304,0.3126564613120867
79,0.024375,434,302,0.3168364775915348
80,0.0246875,428,300,0.32101786322441694
81,0.025,423,300,0.32431739395306913
82,0.0253125,416,300,0.3289383109227893
83,0.025625000000000002,409,298,0.3337784080087077
84,0.025937500000000002,405,297,0.33652879641587075
85,0.02625,398,296,0.3412592865667525
86,0.0265625,392,295,0.3453297547480857
87,0.026875,387,294,0.3487401990683352
88,0.0271875,381,292,0.35292170809070106
89,0.0275,373,291,0.35831183900085295
90,0.0278125,368,290,0.36172244318576613
91,0.028125,363,291,0.3649122558923311
92,0.0284375,358,289,0.3684325434785782
93,0.02875,351,289,0.3730531868828702
94,0.0290625,345,288,0.3771236524718835
95,0.029375000000000002,340,286,0.3806439439073543
96,0.029687500000000002,334,285,0.3847144107838471
97,0.03,329,284,0.3881249111145735
98,0.0303125,322,284,0.3927453320105795
99,0.030625,315,283,0.39747598127758693
100,0.0309375,311,281,0.40033630867632575
101,0.03125,304,281,0.4049567330000161
102,0.0315625,297,280,0.40968737918795206
103,0.031875,293,279,0.41243751802480777
104,0.0321875,288,278,0.4158478663228403
105,0.0325,281,277,0.4205784536694917
106,0.0328125,275,275,0.4247591051123889
107,0.033125,269,275,0.4287193893573192
108,0.0334375,265,274,0.43146964937711
109,0.03375,259,273,0.43554011776746004
110,0.0340625,253,272,0.4396105861578101
111,0.034375,246,271,0.4443411441221511
112,0.0346875,240,270,0.44841161238887617
113,0.035,235,268,0.45193248602963876
114,0.035312500000000004,228,268,0.45655254892893954
115,0.035625000000000004,224,266,0.45941351024178984
116,0.035937500000000004,218,266,0.46337333360415106
117,0.03625,211,266,0.46799431772868344
118,0.0365625,206,265,0.47140456558985444
119,0.036875,201,262,0.4750354777051101
120,0.0371875,194,262,0.4796552067222497
121,0.0375,189,260,0.4831764007492407
122,0.0378125,183,260,0.4871361046211729
123,0.038125,178,258,0.4906574590188457
124,0.0384375,172,258,0.49461702586765877
125,0.03875,166,257,0.4986874933592468
126,0.0390625,161,255,0.5022089941983292
127,0.039375,156,256,0.5053981683321188
128,0.0396875,152,255,0.5081484847472794
129,0.04,144,254,0.5135391049230075
130,0.0403125,138,252,0.5177198664025907
131,0.040625,134,250,0.5205818678360822
132,0.0409375,127,249,0.5253121065005659
133,0.04125,122,249,0.5286113883878583
134,0.0415625,116,248,0.5326818524918191
135,0.041875,109,248,0.5373018275262124
136,0.0421875,108,247,0.5380721973014864
137,0.0425,100,246,0.5434626366552885
138,0.0428125,94,245,0.5475331043006284
139,0.043125000000000004,88,243,0.5517143743177482
140,0.043437500000000004,85,243,0.5536941071954826
141,0.043750000000000004,77,244,0.5588650017218472
142,0.0440625,74,243,0.560954818945609
143,0.044375,65,242,0.5670059285527225
144,0.0446875,60,240,0.5705256612109018
145,0.045,59,241,0.5710763920745393
146,0.0453125,51,239,0.5765765147863178
147,0.045625,48,237,0.5787768614312793
148,0.0459375,42,237,0.582737066159686
149,0.04625,42,234,0.5830700931468827
150,0.0465625,35,233,0.587800273619413
151,0.046875,27,232,0.5931902578839995
152,0.0471875,21,233,0.5970387420137945
153,0.0475,22,232,0.5964894599216062
154,0.0478125,90,224,0.5526546897529809
155,0.048125,82,225,0.5577878549703356
156,0.0484375,82,222,0.5581646515304014
157,0.04875,85,223,0.5560667642357567
158,0.0490625,93,220,0.5511971060707984
159,0.049375,79,222,0.5601359769217628
160,0.0496875,80,221,0.55960568777971
161,0.05,80,224,0.5592274599046841
162,0.0503125,80,225,0.5591029289516675
163,0.050625,82,223,0.5580382784870007
164,0.050937500000000004,82,224,0.5579126794593576
165,0.051250000000000004,82,224,0.5579126794593576
166,0.051562500000000004,82,224,0.5579126794593576
167,0.051875000000000004,81,223,0.5586955069254147
168,0.0521875,82,225,0.5577878549703356
169,0.0525,82,224,0.5579126794593576
170,0.0528125,82,224,0.5579126794593576
171,0.053125,81,226,0.5583214747896688
172,0.0534375,82,225,0.5577878549703356
173,0.05375,81,225,0.5584453781296063
174,0.0540625,80,223,0.5593527637070014
175,0.054375,82,224,0.5579126794593576
176,0.0546875,82,225,0.5577878549703356
177,0.055,81,225,0.5584453781296063
178,0.0553125,81,223,0.5586955069254147
179,0.055625,79,224,0.5598848920318918
180,0.0559375,82,225,0.5577878549703356
181,0.05625,81,225,0.5584453781296063
182,0.0565625,80,224,0.5592274599046841
183,0.056875,80,224,0.5592274599046841
184,0.0571875,81,224,0.55857005568096
185,0.0575,81,224,0.55857005568096
186,0.0578125,81,224,0.55857005568096
187,0.058125,81,223,0.5586955069254147
188,0.0584375,81,223,0.5586955069254147
189,0.058750000000000004,80,224,0.5592274599046841
190,0.059062500000000004,81,224,0.55857005568096
191,0.059375000000000004,81,223,0.5586955069254147
192,0.059687500000000004,81,223,0.5586955069254147
193,0.06,81,224,0.55857005568096
194,0.0603125,81,224,0.55857005568096
195,0.060625,82,223,0.5580382784870007
196,0.0609375,81,224,0.55857005568096
197,0.06125,82,224,0.5579126794593576
198,0.0615625,80,224,0.5592274599046841
199,0.061875,82,224,0.5579126794593576
200,0.0621875,81,224,0.55857005568096
201,0.0625,81,224,0.55857005568096
202,0.06281250000000001,81,223,0.5586955069254147
203,0.063125,82,224,0.5579126794593576
204,0.06343750000000001,81,224,0.55857005568096
205,0.06375,81,223,0.5586955069254147
206,0.0640625,82,223,0.5580382784870007
207,0.064375,81,223,0.5586955069254147
208,0.0646875,81,223,0.5586955069254147
209,0.065,82,223,0.5580382784870007
210,0.0653125,81,223,0.5586955069254147
211,0.065625,82,223,0.5580382784870007
