frame,time_s,x_px,y_px,distance_m
1,0.0,988,447,0.0
2,0.0003125,981,446,0.004724242307537699
3,0.000625,976,447,0.008017305051907897
4,0.0009375,971,446,0.011377482111869433
5,0.00125,965,445,0.015424488353080258
6,0.0015625,957,443,0.02088307481027713
7,0.001875,951,444,0.02480114726946862
8,0.0021875,948,443,0.026857639529419507
9,0.0025,940,442,0.032242737436758234
10,0.0028125,934,442,0.036232197472289195
11,0.003125,931,441,0.03829259948720671
12,0.0034375,922,440,0.04434249429167236
13,0.00375,916,439,0.04839985667664054
14,0.0040625,907,438,0.0544498387612206
15,0.004375,901,437,0.058508172249993266
16,0.0046875,896,437,0.0618280417799462
17,0.005,890,437,0.06581464700972176
18,0.0053125,883,436,0.07053532662845596
19,0.005625,878,436,0.07385850870590364
20,0.0059375,873,435,0.07724966843548522
21,0.00625,866,434,0.08197070932596524
22,0.0065625,860,433,0.08602792058464008
23,0.006875,853,433,0.09067838229380173
24,0.0071875,848,433,0.09400173835296828
25,0.0075,843,432,0.09739275017494822
26,0.0078125,837,431,0.10144918494243793
27,0.008125,832,432,0.10470566634201453
28,0.0084375,825,431,0.10942511903830207
29,0.00875,819,429,0.1135490090234879
30,0.0090625,812,428,0.1182703470548196
31,0.009375,807,427,0.1216636864867323
32,0.0096875,800,427,0.12631320014586633
33,0.01,795,427,0.12963548149361048
34,0.0103125,789,426,0.13369188387924968
35,0.010625,782,425,0.1384130437584353
36,0.010937500000000001,775,424,0.1431344070464084
37,0.01125,770,423,0.14652768917810932
38,0.0115625,765,422,0.14992157988502475
39,0.011875,757,422,0.1552343178567451
40,0.0121875,753,421,0.15796357385332724
41,0.0125,746,421,0.16261278480677327
42,0.012812500000000001,739,420,0.16733423638383427
43,0.013125,733,419,0.1713917085634004
44,0.0134375,728,418,0.17478547360093208
45,0.01375,722,418,0.17876997319658716
46,0.0140625,717,418,0.18209119942389354
47,0.014375,710,416,0.18688543676187575
48,0.014687500000000001,705,416,0.19020576327102584
49,0.015,699,417,0.19412095022808667
50,0.0153125,694,416,0.19751288154672975
51,0.015625,689,416,0.20083531406091412
52,0.0159375,681,415,0.2062206174067034
53,0.01625,675,414,0.2102770811878766
54,0.0165625,669,414,0.2142640503848861
55,0.016875,664,413,0.21765584613077088
56,0.0171875,657,411,0.22244811155265606
57,0.0175,651,411,0.22643367796825212
58,0.017812500000000002,644,410,0.2311550085268454
59,0.018125,638,409,0.235212239184083
60,0.0184375,634,408,0.23794147151956532
61,0.01875,626,407,0.2433273729734646
62,0.0190625,620,406,0.24738525404599299
63,0.019375,616,405,0.25011550476219446
64,0.0196875,609,406,0.25469055836446663
65,0.02,604,405,0.2580837617539202
66,0.0203125,597,405,0.2627332898108269
67,0.020625,591,405,0.26671935749244724
68,0.0209375,585,405,0.2707060921695252
69,0.02125,579,403,0.27483317690057557
70,0.021562500000000002,573,403,0.27881916179141997
71,0.021875000000000002,567,402,0.28287601576910265
72,0.0221875,561,401,0.2869330704911794
73,0.0225,555,402,0.2908491584339791
74,0.0228125,549,400,0.29497587889817556
75,0.023125,543,400,0.2989620576917687
76,0.0234375,537,400,0.3029488295686079
77,0.02375,532,399,0.3063407958976537
78,0.0240625,525,399,0.31099224586320645
79,0.024375,521,398,0.31371957005289836
80,0.0246875,514,397,0.3184405656081414
81,0.025,507,396,0.32316165605815805
82,0.0253125,502,395,0.32655417251539226
83,0.025625000000000002,495,395,0.33120476514120456
84,0.025937500000000002,491,394,0.33393275923104826
85,0.02625,484,394,0.33858351617593635
86,0.0265625,478,393,0.3426401462313675
87,0.026875,472,391,0.346768396072584
88,0.0271875,468,391,0.34942534957480426
89,0.0275,460,391,0.3547399543333789
90,0.0278125,455,390,0.35813246726464243
91,0.028125,449,389,0.36218951388183573
92,0.0284375,443,389,0.3661754087082224
93,0.02875,437,389,0.3701617950429982
94,0.0290625,431,388,0.3742184427248517
95,0.029375000000000002,425,386,0.3783466310889459
96,0.029687500000000002,420,386,0.3816679075988315
97,0.03,414,385,0.38572505442533295
98,0.0303125,407,385,0.39037509329288067
99,0.030625,403,385,0.3930325430725838
100,0.0309375,395,385,0.3983480441385232
101,0.03125,390,384,0.4017400772380506
102,0.0315625,384,383,0.4057967397697517
103,0.031875,378,383,0.4097832940035086
104,0.0321875,372,382,0.4138398510436147
105,0.0325,366,381,0.4178965516823504
106,0.0328125,362,381,0.4205541623757532
107,0.033125,354,379,0.4260103673464818
108,0.0334375,350,380,0.4285973638127744
109,0.03375,343,379,0.4333183620335069
110,0.0340625,339,378,0.4360462853949281
111,0.034375,330,378,0.4420260231842593
112,0.0346875,326,376,0.4448244805790076
113,0.035,321,377,0.44807589145038496
114,0.035312500000000004,314,375,0.45286735593650423
115,0.035625000000000004,309,375,0.4561891388874564
116,0.035937500000000004,302,374,0.4609103087615451
117,0.03625,298,374,0.4635678260963863
