frame,time_s,x_px,y_px,distance_m
1,0.0,844,528,0.0
2,0.0003125,841,528,0.002022959233727306
3,0.000625,837,527,0.004768160640775067
4,0.0009375,834,528,0.006743197445757687
5,0.00125,830,529,0.009464528632275978
6,0.0015625,826,529,0.012156472075628571
7,0.001875,824,528,0.013486394891515374
8,0.0021875,819,527,0.016871474619039113
9,0.0025,818,528,0.017532313358969986
10,0.0028125,813,527,0.02091478537885556
11,0.003125,810,528,0.022926871315576136
12,0.0034375,807,528,0.024949830549303442
13,0.00375,803,528,0.027647109527606517
14,0.0040625,800,528,0.029670068761333823
15,0.004375,797,527,0.03170020079768665
16,0.0046875,792,528,0.03506462671793997
17,0.005,791,528,0.03573894646251574
18,0.0053125,787,528,0.038436225440818816
19,0.005625,783,528,0.04113350441912189
20,0.0059375,780,528,0.0431564636528492
21,0.00625,776,528,0.04585374263115227
22,0.0065625,773,527,0.04788145035999315
23,0.006875,770,527,0.049904217105107916
24,0.0071875,767,526,0.05194013217780084
25,0.0075,764,526,0.05396243492643721
26,0.0078125,760,526,0.056658911501621646
27,0.008125,755,526,0.06002960860736546
28,0.0084375,754,525,0.06072248363869544
29,0.00875,750,526,0.0634004015953733
30,0.0090625,746,526,0.06609709516325815
31,0.009375,743,527,0.06810963233690294
32,0.0096875,741,527,0.06945820701098888
33,0.01,738,527,0.0714810736077753
34,0.0103125,735,527,0.07350394530351172
35,0.010625,731,527,0.07620111479433093
36,0.010937500000000001,728,526,0.07823271570939402
37,0.01125,723,527,0.08159547549131567
38,0.0115625,721,527,0.08294406967469806
39,0.011875,717,525,0.08566249744823748
40,0.0121875,713,525,0.08835904715855425
41,0.0125,711,526,0.08969466560193112
42,0.012812500000000001,708,526,0.09171740119305334
43,0.013125,705,527,0.09373287007523899
44,0.0134375,702,527,0.09575577806561951
45,0.01375,699,527,0.09777868817633713
46,0.0140625,696,527,0.09980160027845851
47,0.014375,692,527,0.10249881930857001
48,0.014687500000000001,690,527,0.10384742999141008
49,0.015,687,527,0.1058703473917253
50,0.0153125,684,526,0.10789958779969822
51,0.015625,680,527,0.11059049394419695
