frame,time_s,x_px,y_px,distance_m
1,0.0,992,526,0.0
2,0.0003125,985,525,0.004643349169719008
3,0.000625,976,526,0.010506699793040752
4,0.0009375,969,526,0.015103380952496082
5,0.00125,962,527,0.019711003552457244
6,0.0015625,955,526,0.02429674327140674
7,0.001875,950,525,0.027587903334090755
8,0.0021875,941,525,0.033496542900437465
9,0.0025,932,525,0.039405596083414506
10,0.0028125,924,525,0.04465830230599393
11,0.003125,918,526,0.04859348654281348
12,0.0034375,910,527,0.053850840368137344
13,0.00375,902,526,0.05910018633585423
14,0.0040625,896,526,0.06304019875824451
15,0.004375,888,526,0.06829354865476489
16,0.0046875,879,524,0.07421518883380737
17,0.005,873,525,0.07814633877437323
18,0.0053125,865,526,0.08339692960726097
19,0.005625,859,526,0.08733694202965125
20,0.0059375,852,526,0.09193362318910658
21,0.00625,845,526,0.09653030434856191
22,0.0065625,837,526,0.10178365424508229
23,0.006875,832,526,0.10506699793040752
24,0.0071875,824,526,0.1103203478269279
25,0.0075,817,526,0.11491702898638323
26,0.0078125,809,526,0.1201703788829036
27,0.008125,802,525,0.12476878810601567
28,0.0084375,794,526,0.1300204099388793
29,0.00875,789,526,0.13330375362420455
30,0.0090625,780,526,0.13921377225778997
31,0.009375,773,526,0.1438104534172453
32,0.0096875,765,526,0.14906380331376567
33,0.01,758,526,0.153660484473221
34,0.0103125,752,525,0.15760186494954245
35,0.010625,743,525,0.16351183413580167
36,0.010937500000000001,737,525,0.16745181553239563
37,0.01125,729,525,0.17270512626324738
38,0.0115625,724,524,0.17599212197816821
39,0.011875,714,524,0.18255863307847486
40,0.0121875,708,525,0.18649507742982138
41,0.0125,701,525,0.19109173077939676
42,0.012812500000000001,695,525,0.19503172040811012
43,0.013125,687,524,0.2002882707830568
44,0.0134375,680,525,0.2048816983153373
45,0.01375,672,525,0.21013502190321173
46,0.0140625,667,525,0.21341834980334462
47,0.014375,659,524,0.21867463336347337
48,0.014687500000000001,652,524,0.22327123332597856
49,0.015,646,525,0.2272083319657863
50,0.0153125,637,525,0.23311832654180215
51,0.015625,630,523,0.23772224568655698
52,0.0159375,621,523,0.24363206630561549
53,0.01625,615,523,0.24757195197044166
54,0.0165625,608,524,0.2521642151594562
55,0.016875,600,523,0.25742168310819696
56,0.0171875,593,523,0.26201823202267455
57,0.0175,585,522,0.26727708316740945
58,0.017812500000000002,577,522,0.27253018426245446
59,0.018125,571,522,0.2764700162885737
60,0.0184375,564,522,0.2810664933778344
61,0.01875,557,522,0.2856629770344481
62,0.0190625,550,522,0.29025946694641747
63,0.019375,542,521,0.2955191719145701
64,0.0196875,535,521,0.3001155736999634
65,0.02,527,521,0.3053686146104378
66,0.0203125,520,521,0.30996503399840614
67,0.020625,513,521,0.31456146103668114
68,0.0209375,505,520,0.31982194515346823
69,0.02125,499,520,0.32376166222014463
70,0.021562500000000002,491,520,0.3290146293124493
71,0.021875000000000002,485,521,0.3329472393559659
72,0.0221875,477,520,0.3382073503384016
73,0.0225,469,520,0.34346034919510526
74,0.0228125,461,520,0.3487133586282516
75,0.023125,453,519,0.3539742965985399
76,0.0234375,447,519,0.3579139804538278
77,0.02375,438,519,0.36382351957947
78,0.0240625,432,520,0.36775559936011143
79,0.024375,425,520,0.372352019958892
80,0.0246875,416,520,0.3782617128908656
81,0.025,410,519,0.3822088472437844
82,0.0253125,403,520,0.3867979535857129
83,0.025625000000000002,395,520,0.3920510345852937
84,0.025937500000000002,387,520,0.39730412269566695
85,0.02625,381,520,0.4012439432768979
86,0.0265625,374,519,0.4058473116551719
87,0.026875,366,519,0.41110032889340387
88,0.0271875,358,520,0.41634662247372306
89,0.0275,351,520,0.4209431000505369
90,0.0278125,344,520,0.4255395820254554
91,0.028125,336,520,0.43079270948734544
92,0.0284375,329,520,0.43538920041962625
93,0.02875,321,520,0.4406423377733327
94,0.0290625,315,521,0.44457685943510944
95,0.029375000000000002,308,520,0.4491786965763189
96,0.029687500000000002,301,520,0.4537752026874622
97,0.03,293,520,0.4590283568215592
98,0.0303125,286,520,0.46362487032804583
99,0.030625,280,520,0.467564741671533
100,0.0309375,272,521,0.47281289104829644
101,0.03125,266,520,0.47675778387429707
102,0.0315625,258,520,0.4820109563297476
103,0.031875,251,521,0.48660261144695766
104,0.0321875,244,521,0.49119918894433834
105,0.0325,238,521,0.4951391140454227
106,0.0328125,230,520,0.5003970892630697
107,0.033125,223,520,0.5049936292287454
108,0.0334375,216,520,0.5095901717416165
109,0.03375,210,520,0.5135300672995892
110,0.0340625,203,520,0.518126614363569
111,0.034375,195,521,0.5233752824100402
112,0.0346875,188,520,0.5279763659345047
113,0.035,181,520,0.5325729202055371
114,0.035312500000000004,176,519,0.5358614052393001
115,0.035625000000000004,168,519,0.5411145637272832
116,0.035937500000000004,161,520,0.5457059441872418
117,0.03625,153,519,0.5509642457302197
118,0.0365625,148,518,0.5542533109165713
119,0.036875,140,518,0.559506427050359
120,0.0371875,132,519,0.5647538209894228
121,0.0375,124,518,0.5700126722440696
122,0.0378125,122,518,0.5713259540688962
123,0.038125,112,518,0.5778923669870628
124,0.0384375,104,519,0.5831399557819301
125,0.03875,98,520,0.5870750723054671
126,0.0390625,90,519,0.5923330369100906
127,0.039375,87,517,0.5943145931503128
128,0.0396875,78,516,0.6002311473999268
129,0.04,68,515,0.6068049076921289
130,0.0403125,66,516,0.6081107067637446
131,0.040625,59,516,0.6127071219217187
132,0.0409375,53,516,0.6166469094991363
133,0.04125,45,516,0.6218999640339883
134,0.0415625,39,517,0.6258332124994818
135,0.041875,69,522,0.6061109358876702
136,0.0421875,61,522,0.6113642368774332
137,0.0425,14,514,0.6422703667409039
138,0.0428125,46,532,0.6212211198918619
139,0.043125000000000004,69,562,0.6065660889839893
140,0.043437500000000004,68,559,0.607148755237894
141,0.043750000000000004,86,619,0.5980680596516322
142,0.0440625,89,621,0.5962443651045544
143,0.044375,88,621,0.5968974336602347
144,0.0446875,88,621,0.5968974336602347
145,0.045,88,621,0.5968974336602347
146,0.0453125,89,621,0.5962443651045544
147,0.045625,88,621,0.5968974336602347
148,0.0459375,88,621,0.5968974336602347
149,0.04625,88,621,0.5968974336602347
150,0.0465625,88,621,0.5968974336602347
151,0.046875,89,621,0.5962443651045544
152,0.0471875,89,623,0.5963832065289437
153,0.0475,88,622,0.5969664212933169
154,0.0478125,88,621,0.5968974336602347
155,0.048125,88,621,0.5968974336602347
156,0.0484375,88,621,0.5968974336602347
157,0.04875,88,621,0.5968974336602347
158,0.0490625,88,621,0.5968974336602347
159,0.049375,88,621,0.5968974336602347
160,0.0496875,88,621,0.5968974336602347
